time_day,hour,generation_pv,consumption,surplus,grid consumption,use_power_pv1,use_power_grid1,battery_stat1,en_battery_grid1,en_battery_pv1,en_dump1 
21.0,8517.0,0.0,7996.330311126732,0.0,7996.330311126732,0.0,7996.330311126732,1500.0,0.0,0.0,0.0
22.0,8518.0,0.0,5756.356718494988,0.0,5756.356718494988,0.0,5756.356718494988,1500.0,0.0,0.0,0.0
23.0,8519.0,0.0,6006.633097559988,0.0,6006.633097559988,0.0,6006.633097559988,1500.0,0.0,0.0,0.0
24.0,8520.0,0.0,4041.963521899741,0.0,4041.963521899741,0.0,4041.963521899741,1500.0,0.0,0.0,0.0
1.0,8521.0,0.0,4167.101711432241,0.0,4167.101711432241,0.0,4167.101711432241,1500.0,0.0,0.0,0.0
2.0,8522.0,0.0,3153.482376218993,0.0,3153.482376218993,0.0,3153.482376218993,1500.0,0.0,0.0,0.0
3.0,8523.0,0.0,3078.399462499493,0.0,3078.399462499493,0.0,4478.399462499493,2900.0,1400.0,0.0,0.0
4.0,8524.0,0.0,2953.2612729669936,0.0,2953.2612729669936,0.0,4353.261272966994,4300.0,1400.0,0.0,0.0
5.0,8525.0,0.0,2753.040169714994,0.0,2753.040169714994,0.0,0.0,46.959830285005864,0.0,0.0,0.0
6.0,8526.0,0.0,2890.692178200744,0.0,2890.692178200744,0.0,2890.692178200744,46.959830285005864,0.0,0.0,0.0
7.0,8527.0,0.0,4041.963521899741,0.0,4041.963521899741,0.0,4041.963521899741,46.959830285005864,0.0,0.0,0.0
8.0,8528.0,0.0,5205.748684551989,0.0,5205.748684551989,0.0,5205.748684551989,46.959830285005864,0.0,0.0,0.0
9.0,8529.0,464.9007858432,5268.317779318239,0.0,2943.8138501022395,464.9007858432,4803.41699347504,46.959830285005864,0.0,0.0,0.0
10.0,8530.0,1056.394902528,6006.633097559988,0.0,724.6585849199873,1056.394902528,4950.238195031988,46.959830285005864,0.0,0.0,0.0
11.0,8531.0,1590.9186730752006,5756.356718494988,0.0,0.0,1590.9186730752006,4165.438045419787,46.959830285005864,0.0,0.0,0.0
12.0,8532.0,1764.4740460032,5618.704710009238,0.0,0.0,1764.4740460032,3854.230664006038,46.959830285005864,0.0,0.0,0.0
13.0,8533.0,1861.0424646912002,7933.761216360483,0.0,0.0,1861.0424646912002,6072.718751669283,46.959830285005864,0.0,0.0,0.0
14.0,8534.0,1621.7134547712003,7583.374285669484,0.0,0.0,1621.7134547712003,5961.660830898284,46.959830285005864,0.0,0.0,0.0
15.0,8535.0,1308.0418251264,5643.7323479157385,0.0,0.0,1308.0418251264,4335.6905227893385,46.959830285005864,0.0,0.0,0.0
16.0,8536.0,752.1625429248002,5268.317779318239,0.0,1507.5050646942386,752.1625429248002,4516.155236393439,46.959830285005864,0.0,0.0,0.0
17.0,8537.0,0.0,4079.504978759491,0.0,4079.504978759491,0.0,4079.504978759491,46.959830285005864,0.0,0.0,0.0
18.0,8538.0,0.0,4517.48864212324,0.0,4517.48864212324,0.0,4517.48864212324,46.959830285005864,0.0,0.0,0.0
19.0,8539.0,0.0,9272.73984435823,0.0,9272.73984435823,0.0,9272.73984435823,46.959830285005864,0.0,0.0,0.0
